group,id,course,trimester,grade
6,786,Art and Symbolism,1,7
6,786,Astronomy and Celestial Navigation,2,12
6,786,Astronomy and Celestial Navigation,2,13
6,786,Astronomy and Celestial Navigation,2,9.5
6,786,Astronomy and Celestial Navigation,2,12.5
6,786,Environmental Stewardship,2,11.75
6,786,Environmental Stewardship,2,8.5
6,786,Environmental Stewardship,2,19.5
6,786,Herbalism and Medicine,2,12
6,786,Herbalism and Medicine,2,13.25
6,786,Herbalism and Medicine,2,10.75
6,786,Hunting and Gathering Skills,3,11
6,786,Hunting and Gathering Skills,3,11
6,786,Hunting and Gathering Skills,3,15
6,786,Hunting and Gathering Skills,3,17
6,786,Hunting and Gathering Skills,3,16.5
6,786,Hunting and Gathering Skills,3,13
6,786,Hunting and Gathering Skills,3,19.5
6,786,Language and Linguistics,3,10.6
6,786,Language and Linguistics,3,5.4
6,786,Language and Linguistics,3,8.5
6,786,Shamanism and Spiritual Practices,3,9.5
6,786,Shamanism and Spiritual Practices,3,4.5
6,786,Shamanism and Spiritual Practices,3,8
6,786,Shamanism and Spiritual Practices,3,11.5
6,786,Shamanism and Spiritual Practices,3,11
6,786,Shamanism and Spiritual Practices,3,8
6,786,Shamanism and Spiritual Practices,3,7
6,786,Shamanism and Spiritual Practices,3,10
6,786,Shamanism and Spiritual Practices,3,6.5
6,786,Shamanism and Spiritual Practices,3,14.5
6,786,Social Organization and Governance,1,13
6,786,Social Organization and Governance,1,17
6,786,Social Organization and Governance,1,14
6,786,Social Organization and Governance,1,14
6,786,Social Organization and Governance,1,13
6,786,Social Organization and Governance,1,15
6,786,Social Organization and Governance,1,16
6,786,Social Organization and Governance,1,14
6,786,Tribal Lore and Traditions,2,18.5
6,786,Tribal Lore and Traditions,2,14.75
6,786,Tribal Lore and Traditions,2,18.25
6,786,Tribal Lore and Traditions,2,13.5
6,786,Warfare and Diplomacy,3,16
6,786,Warfare and Diplomacy,3,11.25
6,786,Warfare and Diplomacy,3,13
6,786,Warfare and Diplomacy,3,18.75
6,786,Warfare and Diplomacy,3,18
6,792,Art and Symbolism,1,6
6,792,Art and Symbolism,1,9.5
6,792,Art and Symbolism,1,8.5
6,792,Astronomy and Celestial Navigation,2,10
6,792,Astronomy and Celestial Navigation,2,11
6,792,Astronomy and Celestial Navigation,2,10
6,792,Astronomy and Celestial Navigation,2,13.5
6,792,Environmental Stewardship,2,8.5
6,792,Environmental Stewardship,2,17.5
6,792,Environmental Stewardship,2,8.25
6,792,Herbalism and Medicine,2,15.25
6,792,Herbalism and Medicine,2,12.5
6,792,Herbalism and Medicine,2,10
6,792,Hunting and Gathering Skills,3,14
6,792,Hunting and Gathering Skills,3,7.5
6,792,Hunting and Gathering Skills,3,15.5
6,792,Hunting and Gathering Skills,3,10.5
6,792,Hunting and Gathering Skills,3,12
6,792,Hunting and Gathering Skills,3,10.5
6,792,Hunting and Gathering Skills,3,14.5
6,792,Language and Linguistics,3,8.6
6,792,Language and Linguistics,3,11.6
6,792,Language and Linguistics,3,10.9
6,792,Language and Linguistics,3,9.4
6,792,Shamanism and Spiritual Practices,3,11
6,792,Shamanism and Spiritual Practices,3,14
6,792,Shamanism and Spiritual Practices,3,10
6,792,Shamanism and Spiritual Practices,3,8
6,792,Shamanism and Spiritual Practices,3,10
6,792,Shamanism and Spiritual Practices,3,6
6,792,Shamanism and Spiritual Practices,3,10.5
6,792,Shamanism and Spiritual Practices,3,10
6,792,Shamanism and Spiritual Practices,3,12
6,792,Shamanism and Spiritual Practices,3,7
6,792,Social Organization and Governance,1,15
6,792,Social Organization and Governance,1,13
6,792,Social Organization and Governance,1,15
6,792,Social Organization and Governance,1,14
6,792,Social Organization and Governance,1,15
6,792,Social Organization and Governance,1,14
6,792,Social Organization and Governance,1,17
6,792,Social Organization and Governance,1,15
6,792,Tribal Lore and Traditions,2,7.75
6,792,Tribal Lore and Traditions,2,18.25
6,792,Tribal Lore and Traditions,2,14.5
6,792,Tribal Lore and Traditions,2,13
6,792,Tribal Lore and Traditions,2,15.5
6,792,Warfare and Diplomacy,3,19.5
6,792,Warfare and Diplomacy,3,17
6,792,Warfare and Diplomacy,3,17.25
6,792,Warfare and Diplomacy,3,14.25
6,792,Warfare and Diplomacy,3,13
6,807,Art and Symbolism,1,12
6,807,Art and Symbolism,1,3.5
6,807,Art and Symbolism,1,7
6,807,Astronomy and Celestial Navigation,2,12.5
6,807,Astronomy and Celestial Navigation,2,11
6,807,Astronomy and Celestial Navigation,2,12
6,807,Environmental Stewardship,2,7
6,807,Environmental Stewardship,2,14.25
6,807,Environmental Stewardship,2,9
6,807,Herbalism and Medicine,2,11.75
6,807,Herbalism and Medicine,2,14
6,807,Herbalism and Medicine,2,10.5
6,807,Hunting and Gathering Skills,3,9.5
6,807,Hunting and Gathering Skills,3,13.5
6,807,Hunting and Gathering Skills,3,17
6,807,Hunting and Gathering Skills,3,14.5
6,807,Hunting and Gathering Skills,3,9.5
6,807,Hunting and Gathering Skills,3,13.5
6,807,Hunting and Gathering Skills,3,13
6,807,Language and Linguistics,3,11.9
6,807,Language and Linguistics,3,13
6,807,Language and Linguistics,3,11.6
6,807,Language and Linguistics,3,10.2
6,807,Shamanism and Spiritual Practices,3,13.5
6,807,Shamanism and Spiritual Practices,3,10
6,807,Shamanism and Spiritual Practices,3,5.5
6,807,Shamanism and Spiritual Practices,3,6
6,807,Shamanism and Spiritual Practices,3,5
6,807,Shamanism and Spiritual Practices,3,7
6,807,Shamanism and Spiritual Practices,3,11.5
6,807,Shamanism and Spiritual Practices,3,9
6,807,Shamanism and Spiritual Practices,3,12.5
6,807,Shamanism and Spiritual Practices,3,3.5
6,807,Social Organization and Governance,1,15
6,807,Social Organization and Governance,1,16
6,807,Social Organization and Governance,1,14
6,807,Social Organization and Governance,1,16
6,807,Social Organization and Governance,1,13
6,807,Social Organization and Governance,1,15
6,807,Social Organization and Governance,1,15
6,807,Social Organization and Governance,1,13
6,807,Tribal Lore and Traditions,2,14.75
6,807,Tribal Lore and Traditions,2,18.5
6,807,Tribal Lore and Traditions,2,11.5
6,807,Tribal Lore and Traditions,2,12
6,807,Tribal Lore and Traditions,2,17
6,807,Warfare and Diplomacy,3,15.5
6,807,Warfare and Diplomacy,3,18.25
6,807,Warfare and Diplomacy,3,13.75
6,807,Warfare and Diplomacy,3,10.75
6,807,Warfare and Diplomacy,3,13.75
7,1,Art and Symbolism,1,7.5
7,1,Art and Symbolism,1,11
7,1,Art and Symbolism,1,8.5
7,1,Astronomy and Celestial Navigation,2,14
7,1,Astronomy and Celestial Navigation,2,11
7,1,Astronomy and Celestial Navigation,2,10.5
7,1,Astronomy and Celestial Navigation,2,11.5
7,1,Environmental Stewardship,2,16
7,1,Environmental Stewardship,2,14.75
7,1,Environmental Stewardship,2,12.25
7,1,Herbalism and Medicine,2,13.25
7,1,Herbalism and Medicine,2,9.25
7,1,Herbalism and Medicine,2,8.5
7,1,Hunting and Gathering Skills,3,16
7,1,Hunting and Gathering Skills,3,14
7,1,Hunting and Gathering Skills,3,10.5
7,1,Hunting and Gathering Skills,3,13
7,1,Hunting and Gathering Skills,3,14
7,1,Hunting and Gathering Skills,3,13.5
7,1,Hunting and Gathering Skills,3,16
7,1,Language and Linguistics,3,9.1
7,1,Language and Linguistics,3,9.2
7,1,Language and Linguistics,3,10.2
7,1,Language and Linguistics,3,10.2
7,1,Shamanism and Spiritual Practices,3,9
7,1,Shamanism and Spiritual Practices,3,6
7,1,Shamanism and Spiritual Practices,3,6.5
7,1,Shamanism and Spiritual Practices,3,7
7,1,Shamanism and Spiritual Practices,3,5
7,1,Shamanism and Spiritual Practices,3,8
7,1,Shamanism and Spiritual Practices,3,10.5
7,1,Shamanism and Spiritual Practices,3,11.5
7,1,Shamanism and Spiritual Practices,3,7.5
7,1,Shamanism and Spiritual Practices,3,9
7,1,Social Organization and Governance,1,16
7,1,Social Organization and Governance,1,14
7,1,Social Organization and Governance,1,14
7,1,Social Organization and Governance,1,13
7,1,Social Organization and Governance,1,14
7,1,Social Organization and Governance,1,13
7,1,Social Organization and Governance,1,12
7,1,Social Organization and Governance,1,15
7,1,Tribal Lore and Traditions,2,14.25
7,1,Tribal Lore and Traditions,2,17
7,1,Tribal Lore and Traditions,2,14
7,1,Tribal Lore and Traditions,2,14.5
7,1,Tribal Lore and Traditions,2,13.75
7,1,Warfare and Diplomacy,3,10.25
7,1,Warfare and Diplomacy,3,12.5
7,1,Warfare and Diplomacy,3,13.5
7,1,Warfare and Diplomacy,3,16.5
7,1,Warfare and Diplomacy,3,14.75
7,17,Art and Symbolism,1,4
7,17,Art and Symbolism,1,9
7,17,Art and Symbolism,1,8
7,17,Astronomy and Celestial Navigation,2,11
7,17,Astronomy and Celestial Navigation,2,12
7,17,Astronomy and Celestial Navigation,2,13
7,17,Astronomy and Celestial Navigation,2,11.5
7,17,Environmental Stewardship,2,10.5
7,17,Environmental Stewardship,2,10.25
7,17,Environmental Stewardship,2,16.5
7,17,Herbalism and Medicine,2,11.75
7,17,Herbalism and Medicine,2,9.5
7,17,Hunting and Gathering Skills,3,12
7,17,Hunting and Gathering Skills,3,11
7,17,Hunting and Gathering Skills,3,10
7,17,Hunting and Gathering Skills,3,15
7,17,Hunting and Gathering Skills,3,11.5
7,17,Hunting and Gathering Skills,3,14
7,17,Language and Linguistics,3,9.2
7,17,Language and Linguistics,3,10.7
7,17,Language and Linguistics,3,8.7
7,17,Shamanism and Spiritual Practices,3,2.5
7,17,Shamanism and Spiritual Practices,3,9
7,17,Shamanism and Spiritual Practices,3,8.5
7,17,Shamanism and Spiritual Practices,3,10
7,17,Shamanism and Spiritual Practices,3,5.5
7,17,Shamanism and Spiritual Practices,3,14
7,17,Shamanism and Spiritual Practices,3,8.5
7,17,Shamanism and Spiritual Practices,3,2.5
7,17,Shamanism and Spiritual Practices,3,10.5
7,17,Shamanism and Spiritual Practices,3,4
7,17,Social Organization and Governance,1,14
7,17,Social Organization and Governance,1,14
7,17,Social Organization and Governance,1,15
7,17,Social Organization and Governance,1,16
7,17,Social Organization and Governance,1,13
7,17,Social Organization and Governance,1,15
7,17,Social Organization and Governance,1,14
7,17,Social Organization and Governance,1,16
7,17,Tribal Lore and Traditions,2,18.25
7,17,Tribal Lore and Traditions,2,16.75
7,17,Tribal Lore and Traditions,2,7.75
7,17,Tribal Lore and Traditions,2,12.25
7,17,Tribal Lore and Traditions,2,16
7,17,Warfare and Diplomacy,3,15.25
7,17,Warfare and Diplomacy,3,14
7,17,Warfare and Diplomacy,3,12.75
7,17,Warfare and Diplomacy,3,16.75
7,17,Warfare and Diplomacy,3,12.5
7,82,Art and Symbolism,1,9.5
7,82,Art and Symbolism,1,6
7,82,Art and Symbolism,1,7
7,82,Astronomy and Celestial Navigation,2,11.5
7,82,Astronomy and Celestial Navigation,2,12
7,82,Astronomy and Celestial Navigation,2,12
7,82,Environmental Stewardship,2,10.75
7,82,Environmental Stewardship,2,15
7,82,Environmental Stewardship,2,11.75
7,82,Herbalism and Medicine,2,12.75
7,82,Herbalism and Medicine,2,12.25
7,82,Herbalism and Medicine,2,8.25
7,82,Hunting and Gathering Skills,3,12
7,82,Hunting and Gathering Skills,3,14
7,82,Hunting and Gathering Skills,3,14
7,82,Hunting and Gathering Skills,3,12
7,82,Hunting and Gathering Skills,3,14
7,82,Hunting and Gathering Skills,3,7.5
7,82,Hunting and Gathering Skills,3,12
7,82,Language and Linguistics,3,10.6
7,82,Language and Linguistics,3,11.6
7,82,Language and Linguistics,3,11.5
7,82,Language and Linguistics,3,9.9
7,82,Shamanism and Spiritual Practices,3,10.5
7,82,Shamanism and Spiritual Practices,3,8
7,82,Shamanism and Spiritual Practices,3,6.5
7,82,Shamanism and Spiritual Practices,3,7.5
7,82,Shamanism and Spiritual Practices,3,12.5
7,82,Shamanism and Spiritual Practices,3,9.5
7,82,Shamanism and Spiritual Practices,3,7.5
7,82,Shamanism and Spiritual Practices,3,7.5
7,82,Shamanism and Spiritual Practices,3,10.5
7,82,Shamanism and Spiritual Practices,3,8
7,82,Social Organization and Governance,1,14
7,82,Social Organization and Governance,1,15
7,82,Social Organization and Governance,1,13
7,82,Social Organization and Governance,1,15
7,82,Social Organization and Governance,1,15
7,82,Social Organization and Governance,1,15
7,82,Social Organization and Governance,1,13
7,82,Social Organization and Governance,1,14
7,82,Tribal Lore and Traditions,2,13.5
7,82,Tribal Lore and Traditions,2,12.5
7,82,Tribal Lore and Traditions,2,16
7,82,Tribal Lore and Traditions,2,11.5
7,82,Tribal Lore and Traditions,2,15.5
7,82,Warfare and Diplomacy,3,18.75
7,82,Warfare and Diplomacy,3,17.75
7,82,Warfare and Diplomacy,3,12.75
7,82,Warfare and Diplomacy,3,12.5
7,82,Warfare and Diplomacy,3,13.25
7,96,Art and Symbolism,1,12
7,96,Art and Symbolism,1,8.5
7,96,Art and Symbolism,1,11.5
7,96,Astronomy and Celestial Navigation,2,10.5
7,96,Astronomy and Celestial Navigation,2,12
7,96,Astronomy and Celestial Navigation,2,12
7,96,Astronomy and Celestial Navigation,2,12.5
7,96,Environmental Stewardship,2,15.25
7,96,Environmental Stewardship,2,6.25
7,96,Herbalism and Medicine,2,11.25
7,96,Herbalism and Medicine,2,11.75
7,96,Herbalism and Medicine,2,10.5
7,96,Hunting and Gathering Skills,3,15
7,96,Hunting and Gathering Skills,3,13.5
7,96,Hunting and Gathering Skills,3,13
7,96,Hunting and Gathering Skills,3,16
7,96,Hunting and Gathering Skills,3,12.5
7,96,Hunting and Gathering Skills,3,11
7,96,Language and Linguistics,3,12.2
7,96,Language and Linguistics,3,10.4
7,96,Language and Linguistics,3,9.5
7,96,Language and Linguistics,3,9.4
7,96,Shamanism and Spiritual Practices,3,7.5
7,96,Shamanism and Spiritual Practices,3,9
7,96,Shamanism and Spiritual Practices,3,10
7,96,Shamanism and Spiritual Practices,3,11
7,96,Shamanism and Spiritual Practices,3,12.5
7,96,Shamanism and Spiritual Practices,3,9.5
7,96,Shamanism and Spiritual Practices,3,9
7,96,Shamanism and Spiritual Practices,3,7
7,96,Shamanism and Spiritual Practices,3,12
7,96,Shamanism and Spiritual Practices,3,5.5
7,96,Social Organization and Governance,1,13
7,96,Social Organization and Governance,1,13
7,96,Social Organization and Governance,1,14
7,96,Social Organization and Governance,1,13
7,96,Social Organization and Governance,1,16
7,96,Social Organization and Governance,1,14
7,96,Social Organization and Governance,1,13
7,96,Tribal Lore and Traditions,2,12
7,96,Tribal Lore and Traditions,2,12.25
7,96,Tribal Lore and Traditions,2,11.75
7,96,Tribal Lore and Traditions,2,15.75
7,96,Tribal Lore and Traditions,2,13.75
7,96,Warfare and Diplomacy,3,16.25
7,96,Warfare and Diplomacy,3,13.25
7,96,Warfare and Diplomacy,3,11.5
7,96,Warfare and Diplomacy,3,16.25
7,96,Warfare and Diplomacy,3,14.75
7,152,Art and Symbolism,1,13
7,152,Art and Symbolism,1,7.5
7,152,Art and Symbolism,1,11.5
7,152,Astronomy and Celestial Navigation,2,12
7,152,Astronomy and Celestial Navigation,2,10
7,152,Astronomy and Celestial Navigation,2,13
7,152,Astronomy and Celestial Navigation,2,13.5
7,152,Environmental Stewardship,2,12.25
7,152,Environmental Stewardship,2,12
7,152,Environmental Stewardship,2,8.75
7,152,Herbalism and Medicine,2,18.5
7,152,Herbalism and Medicine,2,9.5
7,152,Hunting and Gathering Skills,3,15
7,152,Hunting and Gathering Skills,3,12
7,152,Hunting and Gathering Skills,3,11
7,152,Hunting and Gathering Skills,3,13
7,152,Hunting and Gathering Skills,3,9
7,152,Hunting and Gathering Skills,3,9
7,152,Language and Linguistics,3,10.1
7,152,Language and Linguistics,3,10.1
7,152,Language and Linguistics,3,12.1
7,152,Language and Linguistics,3,6.1
7,152,Shamanism and Spiritual Practices,3,9
7,152,Shamanism and Spiritual Practices,3,6.5
7,152,Shamanism and Spiritual Practices,3,14
7,152,Shamanism and Spiritual Practices,3,10
7,152,Shamanism and Spiritual Practices,3,6.5
7,152,Shamanism and Spiritual Practices,3,8.5
7,152,Shamanism and Spiritual Practices,3,8.5
7,152,Shamanism and Spiritual Practices,3,5
7,152,Social Organization and Governance,1,14
7,152,Social Organization and Governance,1,15
7,152,Social Organization and Governance,1,17
7,152,Social Organization and Governance,1,16
7,152,Social Organization and Governance,1,15
7,152,Social Organization and Governance,1,13
7,152,Social Organization and Governance,1,13
7,152,Social Organization and Governance,1,15
7,152,Tribal Lore and Traditions,2,20
7,152,Tribal Lore and Traditions,2,14.5
7,152,Tribal Lore and Traditions,2,12.75
7,152,Tribal Lore and Traditions,2,20
7,152,Tribal Lore and Traditions,2,20
7,152,Warfare and Diplomacy,3,12.25
7,152,Warfare and Diplomacy,3,16
7,152,Warfare and Diplomacy,3,16.25
7,152,Warfare and Diplomacy,3,9
7,194,Art and Symbolism,1,11.5
7,194,Art and Symbolism,1,8
7,194,Art and Symbolism,1,6
7,194,Astronomy and Celestial Navigation,2,12
7,194,Astronomy and Celestial Navigation,2,12.5
7,194,Astronomy and Celestial Navigation,2,10.5
7,194,Environmental Stewardship,2,8.25
7,194,Environmental Stewardship,2,13.75
7,194,Environmental Stewardship,2,6.5
7,194,Herbalism and Medicine,2,12.75
7,194,Herbalism and Medicine,2,13.5
7,194,Hunting and Gathering Skills,3,12
7,194,Hunting and Gathering Skills,3,12
7,194,Hunting and Gathering Skills,3,9.5
7,194,Hunting and Gathering Skills,3,14.5
7,194,Hunting and Gathering Skills,3,11
7,194,Hunting and Gathering Skills,3,13
7,194,Hunting and Gathering Skills,3,14
7,194,Language and Linguistics,3,11.1
7,194,Language and Linguistics,3,11.7
7,194,Language and Linguistics,3,9.7
7,194,Language and Linguistics,3,9.5
7,194,Shamanism and Spiritual Practices,3,14.5
7,194,Shamanism and Spiritual Practices,3,7
7,194,Shamanism and Spiritual Practices,3,9
7,194,Shamanism and Spiritual Practices,3,8
7,194,Shamanism and Spiritual Practices,3,5
7,194,Shamanism and Spiritual Practices,3,10
7,194,Shamanism and Spiritual Practices,3,5.5
7,194,Shamanism and Spiritual Practices,3,10
7,194,Shamanism and Spiritual Practices,3,3.5
7,194,Shamanism and Spiritual Practices,3,10
7,194,Social Organization and Governance,1,15
7,194,Social Organization and Governance,1,14
7,194,Social Organization and Governance,1,15
7,194,Social Organization and Governance,1,13
7,194,Social Organization and Governance,1,13
7,194,Social Organization and Governance,1,15
7,194,Social Organization and Governance,1,15
7,194,Social Organization and Governance,1,14
7,194,Tribal Lore and Traditions,2,9
7,194,Tribal Lore and Traditions,2,11.25
7,194,Tribal Lore and Traditions,2,16.5
7,194,Tribal Lore and Traditions,2,17
7,194,Tribal Lore and Traditions,2,16
7,194,Warfare and Diplomacy,3,16.75
7,194,Warfare and Diplomacy,3,15
7,194,Warfare and Diplomacy,3,11.5
7,194,Warfare and Diplomacy,3,9.5
7,206,Art and Symbolism,1,8.5
7,206,Art and Symbolism,1,11
7,206,Art and Symbolism,1,12.5
7,206,Astronomy and Celestial Navigation,2,12.5
7,206,Astronomy and Celestial Navigation,2,11
7,206,Astronomy and Celestial Navigation,2,13.5
7,206,Astronomy and Celestial Navigation,2,10
7,206,Environmental Stewardship,2,15
7,206,Environmental Stewardship,2,11.25
7,206,Environmental Stewardship,2,10
7,206,Herbalism and Medicine,2,10
7,206,Herbalism and Medicine,2,15.25
7,206,Herbalism and Medicine,2,8.75
7,206,Hunting and Gathering Skills,3,11
7,206,Hunting and Gathering Skills,3,10.5
7,206,Hunting and Gathering Skills,3,13.5
7,206,Hunting and Gathering Skills,3,15.5
7,206,Hunting and Gathering Skills,3,18.5
7,206,Hunting and Gathering Skills,3,14.5
7,206,Hunting and Gathering Skills,3,13
7,206,Language and Linguistics,3,10.5
7,206,Language and Linguistics,3,10.4
7,206,Language and Linguistics,3,7
7,206,Language and Linguistics,3,10.5
7,206,Shamanism and Spiritual Practices,3,7.5
7,206,Shamanism and Spiritual Practices,3,9.5
7,206,Shamanism and Spiritual Practices,3,12
7,206,Shamanism and Spiritual Practices,3,8
7,206,Shamanism and Spiritual Practices,3,11
7,206,Shamanism and Spiritual Practices,3,7.5
7,206,Shamanism and Spiritual Practices,3,17
7,206,Shamanism and Spiritual Practices,3,6
7,206,Shamanism and Spiritual Practices,3,8.5
7,206,Shamanism and Spiritual Practices,3,9
7,206,Social Organization and Governance,1,16
7,206,Social Organization and Governance,1,14
7,206,Social Organization and Governance,1,14
7,206,Social Organization and Governance,1,12
7,206,Social Organization and Governance,1,17
7,206,Social Organization and Governance,1,14
7,206,Social Organization and Governance,1,15
7,206,Social Organization and Governance,1,15
7,206,Tribal Lore and Traditions,2,9.5
7,206,Tribal Lore and Traditions,2,12.25
7,206,Tribal Lore and Traditions,2,11.5
7,206,Tribal Lore and Traditions,2,7.75
7,206,Tribal Lore and Traditions,2,15.5
7,206,Warfare and Diplomacy,3,11.25
7,206,Warfare and Diplomacy,3,16
7,206,Warfare and Diplomacy,3,16
7,206,Warfare and Diplomacy,3,15.75
7,234,Art and Symbolism,1,9.5
7,234,Art and Symbolism,1,8.5
7,234,Astronomy and Celestial Navigation,2,10
7,234,Astronomy and Celestial Navigation,2,15
7,234,Astronomy and Celestial Navigation,2,10
7,234,Astronomy and Celestial Navigation,2,7
7,234,Environmental Stewardship,2,15.75
7,234,Environmental Stewardship,2,9
7,234,Environmental Stewardship,2,11.5
7,234,Herbalism and Medicine,2,18
7,234,Herbalism and Medicine,2,12.25
7,234,Herbalism and Medicine,2,12.5
7,234,Hunting and Gathering Skills,3,14.5
7,234,Hunting and Gathering Skills,3,10.5
7,234,Hunting and Gathering Skills,3,14
7,234,Hunting and Gathering Skills,3,12
7,234,Hunting and Gathering Skills,3,18
7,234,Hunting and Gathering Skills,3,16
7,234,Hunting and Gathering Skills,3,15.5
7,234,Language and Linguistics,3,11
7,234,Language and Linguistics,3,10.5
7,234,Language and Linguistics,3,10.3
7,234,Language and Linguistics,3,11.5
7,234,Shamanism and Spiritual Practices,3,5.5
7,234,Shamanism and Spiritual Practices,3,9
7,234,Shamanism and Spiritual Practices,3,4
7,234,Shamanism and Spiritual Practices,3,6
7,234,Shamanism and Spiritual Practices,3,13.5
7,234,Shamanism and Spiritual Practices,3,10
7,234,Shamanism and Spiritual Practices,3,11
7,234,Shamanism and Spiritual Practices,3,4.5
7,234,Shamanism and Spiritual Practices,3,8.5
7,234,Shamanism and Spiritual Practices,3,9
7,234,Social Organization and Governance,1,15
7,234,Social Organization and Governance,1,14
7,234,Social Organization and Governance,1,13
7,234,Social Organization and Governance,1,13
7,234,Social Organization and Governance,1,14
7,234,Social Organization and Governance,1,17
7,234,Social Organization and Governance,1,15
7,234,Social Organization and Governance,1,13
7,234,Tribal Lore and Traditions,2,14.75
7,234,Tribal Lore and Traditions,2,13.75
7,234,Tribal Lore and Traditions,2,17.75
7,234,Tribal Lore and Traditions,2,12
7,234,Tribal Lore and Traditions,2,11.75
7,234,Warfare and Diplomacy,3,17
7,234,Warfare and Diplomacy,3,17.5
7,234,Warfare and Diplomacy,3,15
7,234,Warfare and Diplomacy,3,14.25
7,244,Art and Symbolism,1,6.5
7,244,Art and Symbolism,1,10.5
7,244,Art and Symbolism,1,8
7,244,Astronomy and Celestial Navigation,2,11
7,244,Astronomy and Celestial Navigation,2,12.5
7,244,Astronomy and Celestial Navigation,2,10
7,244,Astronomy and Celestial Navigation,2,10
7,244,Environmental Stewardship,2,16.75
7,244,Environmental Stewardship,2,8.25
7,244,Environmental Stewardship,2,15.75
7,244,Herbalism and Medicine,2,9
7,244,Herbalism and Medicine,2,12.5
7,244,Herbalism and Medicine,2,15.75
7,244,Hunting and Gathering Skills,3,8
7,244,Hunting and Gathering Skills,3,13
7,244,Hunting and Gathering Skills,3,10.5
7,244,Hunting and Gathering Skills,3,17.5
7,244,Hunting and Gathering Skills,3,9.5
7,244,Hunting and Gathering Skills,3,10
7,244,Language and Linguistics,3,8.1
7,244,Language and Linguistics,3,8.7
7,244,Language and Linguistics,3,12
7,244,Language and Linguistics,3,11.6
7,244,Shamanism and Spiritual Practices,3,2.5
7,244,Shamanism and Spiritual Practices,3,11
7,244,Shamanism and Spiritual Practices,3,5.5
7,244,Shamanism and Spiritual Practices,3,9.5
7,244,Shamanism and Spiritual Practices,3,5
7,244,Shamanism and Spiritual Practices,3,7.5
7,244,Shamanism and Spiritual Practices,3,8.5
7,244,Shamanism and Spiritual Practices,3,6
7,244,Shamanism and Spiritual Practices,3,12.5
7,244,Social Organization and Governance,1,16
7,244,Social Organization and Governance,1,15
7,244,Social Organization and Governance,1,14
7,244,Social Organization and Governance,1,16
7,244,Social Organization and Governance,1,15
7,244,Social Organization and Governance,1,13
7,244,Social Organization and Governance,1,15
7,244,Social Organization and Governance,1,12
7,244,Tribal Lore and Traditions,2,15.75
7,244,Tribal Lore and Traditions,2,12.25
7,244,Tribal Lore and Traditions,2,17.5
7,244,Tribal Lore and Traditions,2,19.75
7,244,Tribal Lore and Traditions,2,12.75
7,244,Warfare and Diplomacy,3,15.5
7,244,Warfare and Diplomacy,3,12.25
7,244,Warfare and Diplomacy,3,14
7,244,Warfare and Diplomacy,3,16.75
7,244,Warfare and Diplomacy,3,11.75
7,328,Art and Symbolism,1,8.5
7,328,Art and Symbolism,1,10.5
7,328,Art and Symbolism,1,5
7,328,Astronomy and Celestial Navigation,2,11.5
7,328,Astronomy and Celestial Navigation,2,13
7,328,Astronomy and Celestial Navigation,2,9.5
7,328,Astronomy and Celestial Navigation,2,13
7,328,Environmental Stewardship,2,7.75
7,328,Environmental Stewardship,2,12.25
7,328,Environmental Stewardship,2,11.5
7,328,Herbalism and Medicine,2,13
7,328,Herbalism and Medicine,2,9.25
7,328,Herbalism and Medicine,2,13.75
7,328,Hunting and Gathering Skills,3,12
7,328,Hunting and Gathering Skills,3,14
7,328,Hunting and Gathering Skills,3,11.5
7,328,Hunting and Gathering Skills,3,15
7,328,Hunting and Gathering Skills,3,9
7,328,Hunting and Gathering Skills,3,9
7,328,Hunting and Gathering Skills,3,16
7,328,Language and Linguistics,3,12.3
7,328,Language and Linguistics,3,11
7,328,Language and Linguistics,3,11.3
7,328,Language and Linguistics,3,9.2
7,328,Shamanism and Spiritual Practices,3,4.5
7,328,Shamanism and Spiritual Practices,3,2
7,328,Shamanism and Spiritual Practices,3,11.5
7,328,Shamanism and Spiritual Practices,3,9.5
7,328,Shamanism and Spiritual Practices,3,11
7,328,Shamanism and Spiritual Practices,3,7.5
7,328,Shamanism and Spiritual Practices,3,7.5
7,328,Shamanism and Spiritual Practices,3,13.5
7,328,Shamanism and Spiritual Practices,3,5.5
7,328,Shamanism and Spiritual Practices,3,4
7,328,Social Organization and Governance,1,15
7,328,Social Organization and Governance,1,15
7,328,Social Organization and Governance,1,13
7,328,Social Organization and Governance,1,13
7,328,Social Organization and Governance,1,15
7,328,Social Organization and Governance,1,13
7,328,Social Organization and Governance,1,14
7,328,Social Organization and Governance,1,15
7,328,Tribal Lore and Traditions,2,17.25
7,328,Tribal Lore and Traditions,2,19.25
7,328,Tribal Lore and Traditions,2,14.5
7,328,Tribal Lore and Traditions,2,13.75
7,328,Tribal Lore and Traditions,2,13
7,328,Warfare and Diplomacy,3,14.75
7,328,Warfare and Diplomacy,3,13.5
7,328,Warfare and Diplomacy,3,15.25
7,328,Warfare and Diplomacy,3,14
7,328,Warfare and Diplomacy,3,14.75
7,333,Art and Symbolism,1,9
7,333,Art and Symbolism,1,12.5
7,333,Art and Symbolism,1,6.5
7,333,Astronomy and Celestial Navigation,2,12.5
7,333,Astronomy and Celestial Navigation,2,14
7,333,Astronomy and Celestial Navigation,2,11.5
7,333,Astronomy and Celestial Navigation,2,12
7,333,Environmental Stewardship,2,8.25
7,333,Environmental Stewardship,2,15
7,333,Environmental Stewardship,2,9
